,Cluster,Stage,Turn,word_count,Sentiment,Contested
4147,Open Collaboration,Stage 4,119,10,0.6,0.0
4148,Unproductive Engagement,Stage 4,120,30,0.1666666666666666,0.0
4149,Open Collaboration,Stage 4,120,30,0.1666666666666666,0.0
4150,Unproductive Engagement,Stage 4,120,1,0.0,0.0
4151,Open Collaboration,Stage 4,120,1,0.0,0.0
4152,Unproductive Engagement,Stage 4,121,6,0.35,0.0
4153,Open Collaboration,Stage 4,121,6,0.35,0.0
4154,Unproductive Engagement,Stage 4,122,1,0.0,0.0
4155,Open Collaboration,Stage 4,122,1,0.0,0.0
4156,Unproductive Engagement,Stage 4,123,1,0.5,0.0
4157,Open Collaboration,Stage 4,123,1,0.5,0.0
4158,Unproductive Engagement,Stage 4,124,32,0.0,0.0
4159,Open Collaboration,Stage 4,124,32,0.0,0.0
4160,Unproductive Engagement,Stage 4,125,33,0.2395833333333333,0.0303030303030303
4161,Open Collaboration,Stage 4,125,33,0.2395833333333333,0.0303030303030303
4162,Unproductive Engagement,Stage 4,125,1,0.0,0.0
4163,Open Collaboration,Stage 4,125,1,0.0,0.0
4164,Unproductive Engagement,Stage 4,126,27,0.203125,0.0
4165,Open Collaboration,Stage 4,126,27,0.203125,0.0
4166,Unproductive Engagement,Stage 4,127,3,0.5,0.0
4167,Open Collaboration,Stage 4,127,3,0.5,0.0
4168,Unproductive Engagement,Stage 4,128,1,0.0,0.0
4169,Open Collaboration,Stage 4,128,1,0.0,0.0
4170,Unproductive Engagement,Stage 4,129,1,0.0,0.0
4171,Open Collaboration,Stage 4,129,1,0.0,0.0
4172,Unproductive Engagement,Stage 4,129,1,0.0,1.0
4173,Open Collaboration,Stage 4,129,1,0.0,1.0
4174,Unproductive Engagement,Stage 4,129,1,0.6,1.0
4175,Open Collaboration,Stage 4,129,1,0.6,1.0
4176,Unproductive Engagement,Stage 4,130,20,0.2857142857142857,0.0
4177,Open Collaboration,Stage 4,130,20,0.2857142857142857,0.0
4178,Unproductive Engagement,Stage 4,131,3,0.0,0.0
4179,Open Collaboration,Stage 4,131,3,0.0,0.0
4180,Unproductive Engagement,Stage 4,132,5,0.0,0.0
4181,Open Collaboration,Stage 4,132,5,0.0,0.0
4182,Unproductive Engagement,Stage 4,132,1,0.0,1.0
4183,Open Collaboration,Stage 4,132,1,0.0,1.0
4184,Unproductive Engagement,Stage 4,133,5,0.4166666666666667,0.0
4185,Open Collaboration,Stage 4,133,5,0.4166666666666667,0.0
4186,Unproductive Engagement,Stage 4,134,3,0.5,0.0
4187,Open Collaboration,Stage 4,134,3,0.5,0.0
4188,Unproductive Engagement,Stage 4,135,1,0.0,0.0
4189,Open Collaboration,Stage 4,135,1,0.0,0.0
4190,Unproductive Engagement,Stage 4,135,1,0.0,1.0
4191,Open Collaboration,Stage 4,135,1,0.0,1.0
4192,Unproductive Engagement,Stage 4,136,95,0.3145833333333333,0.031578947368421
4193,Open Collaboration,Stage 4,136,95,0.3145833333333333,0.031578947368421
4194,Unproductive Engagement,Stage 4,136,3,0.0,0.0
4195,Open Collaboration,Stage 4,136,3,0.0,0.0
4196,Unproductive Engagement,Stage 4,136,1,0.0,1.0
4197,Open Collaboration,Stage 4,136,1,0.0,1.0
4198,Unproductive Engagement,Stage 4,136,1,0.0,1.0
4199,Open Collaboration,Stage 4,136,1,0.0,1.0
4200,Unproductive Engagement,Stage 4,137,10,0.5,0.0
4201,Open Collaboration,Stage 4,137,10,0.5,0.0
4202,Unproductive Engagement,Stage 4,138,49,-0.125,0.0204081632653061
4203,Open Collaboration,Stage 4,138,49,-0.125,0.0204081632653061
4204,Unproductive Engagement,Stage 4,138,1,0.0,0.0
4205,Open Collaboration,Stage 4,138,1,0.0,0.0
4206,Unproductive Engagement,Stage 4,138,2,0.5,1.0
4207,Open Collaboration,Stage 4,138,2,0.5,1.0
4208,Unproductive Engagement,Stage 4,138,2,0.2,1.0
4209,Open Collaboration,Stage 4,138,2,0.2,1.0
4210,Unproductive Engagement,Stage 4,139,1,0.5,0.0
4211,Open Collaboration,Stage 4,139,1,0.5,0.0
4212,Unproductive Engagement,Stage 4,140,69,-0.0388888888888888,0.0144927536231884
4213,Open Collaboration,Stage 4,140,69,-0.0388888888888888,0.0144927536231884
4214,Unproductive Engagement,Stage 4,140,1,0.0,0.0
4215,Open Collaboration,Stage 4,140,1,0.0,0.0
4216,Unproductive Engagement,Stage 4,141,194,0.2028571428571428,0.0
4217,Open Collaboration,Stage 4,141,194,0.2028571428571428,0.0
4218,Unproductive Engagement,Stage 4,142,3,0.2249999999999999,0.0
4219,Open Collaboration,Stage 4,142,3,0.2249999999999999,0.0
4220,Unproductive Engagement,Stage 4,143,1,0.0,0.0
4221,Open Collaboration,Stage 4,143,1,0.0,0.0
4222,Unproductive Engagement,Stage 4,143,1,0.0,1.0
4223,Open Collaboration,Stage 4,143,1,0.0,1.0
4224,Unproductive Engagement,Stage 4,144,43,0.0,0.0232558139534883
4225,Open Collaboration,Stage 4,144,43,0.0,0.0232558139534883
4226,Unproductive Engagement,Stage 4,144,1,0.0,0.0
4227,Open Collaboration,Stage 4,144,1,0.0,0.0
4228,Unproductive Engagement,Stage 4,144,1,0.0,1.0
4229,Open Collaboration,Stage 4,144,1,0.0,1.0
4230,Unproductive Engagement,Stage 4,144,1,0.0,1.0
4231,Open Collaboration,Stage 4,144,1,0.0,1.0
4232,Unproductive Engagement,Stage 4,145,74,-0.3041666666666667,0.0135135135135135
4233,Open Collaboration,Stage 4,145,74,-0.3041666666666667,0.0135135135135135
4234,Unproductive Engagement,Stage 4,145,1,0.0,0.0
4235,Open Collaboration,Stage 4,145,1,0.0,0.0
4236,Unproductive Engagement,Stage 4,145,2,0.0,1.0
4237,Open Collaboration,Stage 4,145,2,0.0,1.0
4238,Unproductive Engagement,Stage 4,145,1,0.0,1.0
4239,Open Collaboration,Stage 4,145,1,0.0,1.0
4240,Unproductive Engagement,Stage 4,146,16,0.0,0.0
4241,Open Collaboration,Stage 4,146,16,0.0,0.0
4242,Unproductive Engagement,Stage 4,147,1,0.0,0.0
4243,Open Collaboration,Stage 4,147,1,0.0,0.0
4244,Unproductive Engagement,Stage 4,148,18,0.1722222222222222,0.0
4245,Open Collaboration,Stage 4,148,18,0.1722222222222222,0.0
4246,Unproductive Engagement,Stage 4,149,2,0.0,0.0
4247,Open Collaboration,Stage 4,149,2,0.0,0.0
4248,Unproductive Engagement,Stage 4,150,15,-0.1555555555555555,0.0
4249,Open Collaboration,Stage 4,150,15,-0.1555555555555555,0.0
4250,Unproductive Engagement,Stage 4,151,7,0.0,0.0
4251,Open Collaboration,Stage 4,151,7,0.0,0.0
4252,Unproductive Engagement,Stage 4,152,14,0.0,0.0
4253,Open Collaboration,Stage 4,152,14,0.0,0.0
4254,Unproductive Engagement,Stage 4,152,2,0.0,1.0
4255,Open Collaboration,Stage 4,152,2,0.0,1.0
4256,Unproductive Engagement,Stage 4,152,6,0.5,1.0
4257,Open Collaboration,Stage 4,152,6,0.5,1.0
4258,Unproductive Engagement,Stage 4,153,3,0.0,0.0
4259,Open Collaboration,Stage 4,153,3,0.0,0.0
4260,Unproductive Engagement,Stage 4,154,36,0.2814814814814815,0.0
4261,Open Collaboration,Stage 4,154,36,0.2814814814814815,0.0
4262,Unproductive Engagement,Stage 4,154,1,0.5,1.0
4263,Open Collaboration,Stage 4,154,1,0.5,1.0
4264,Unproductive Engagement,Stage 4,154,1,0.0,1.0
4265,Open Collaboration,Stage 4,154,1,0.0,1.0
4266,Unproductive Engagement,Stage 4,154,1,0.5,0.0
4267,Open Collaboration,Stage 4,154,1,0.5,0.0
4268,Unproductive Engagement,Stage 4,155,7,0.0,0.0
4269,Open Collaboration,Stage 4,155,7,0.0,0.0
4270,Unproductive Engagement,Stage 4,156,21,0.0,0.0476190476190476
4271,Open Collaboration,Stage 4,156,21,0.0,0.0476190476190476
4272,Unproductive Engagement,Stage 4,156,1,0.0,0.0
4273,Open Collaboration,Stage 4,156,1,0.0,0.0
4274,Unproductive Engagement,Stage 4,156,4,0.0,1.0
4275,Open Collaboration,Stage 4,156,4,0.0,1.0
4276,Unproductive Engagement,Stage 4,156,1,0.0,1.0
4277,Open Collaboration,Stage 4,156,1,0.0,1.0
4278,Unproductive Engagement,Stage 4,157,52,-0.0518518518518518,0.0192307692307692
4279,Open Collaboration,Stage 4,157,52,-0.0518518518518518,0.0192307692307692
4280,Unproductive Engagement,Stage 4,157,1,0.1,0.0
4281,Open Collaboration,Stage 4,157,1,0.1,0.0
4282,Unproductive Engagement,Stage 4,158,59,0.1814814814814814,0.0
4283,Open Collaboration,Stage 4,158,59,0.1814814814814814,0.0
4284,Unproductive Engagement,Stage 4,158,7,0.5,1.0
4285,Open Collaboration,Stage 4,158,7,0.5,1.0
4286,Unproductive Engagement,Stage 4,158,8,0.5,1.0
4287,Open Collaboration,Stage 4,158,8,0.5,1.0
4288,Unproductive Engagement,Stage 4,158,1,0.5,0.0
4289,Open Collaboration,Stage 4,158,1,0.5,0.0
4290,Unproductive Engagement,Stage 4,159,10,-0.6999999999999998,0.0
4291,Open Collaboration,Stage 4,159,10,-0.6999999999999998,0.0
4292,Unproductive Engagement,Stage 4,160,2,0.0,0.0
4293,Open Collaboration,Stage 4,160,2,0.0,0.0
4294,Unproductive Engagement,Stage 4,161,1,0.0,0.0
4295,Open Collaboration,Stage 4,161,1,0.0,0.0
4296,Unproductive Engagement,Stage 4,162,9,0.0,0.0
4297,Open Collaboration,Stage 4,162,9,0.0,0.0
4298,Unproductive Engagement,Stage 4,163,1,0.5,0.0
4299,Open Collaboration,Stage 4,163,1,0.5,0.0
4300,Unproductive Engagement,Stage 4,164,1,0.0,0.0
4301,Open Collaboration,Stage 4,164,1,0.0,0.0
4302,Unproductive Engagement,Stage 4,165,7,0.0,0.0
4303,Open Collaboration,Stage 4,165,7,0.0,0.0
4304,Unproductive Engagement,Stage 4,165,7,0.0,1.0
4305,Open Collaboration,Stage 4,165,7,0.0,1.0
4306,Unproductive Engagement,Stage 4,165,4,0.0,1.0
4307,Open Collaboration,Stage 4,165,4,0.0,1.0
4308,Unproductive Engagement,Stage 4,166,2,0.39,0.0
4309,Open Collaboration,Stage 4,166,2,0.39,0.0
4310,Unproductive Engagement,Stage 4,167,1,0.0,0.0
4311,Open Collaboration,Stage 4,167,1,0.0,0.0
4312,Unproductive Engagement,Stage 2,1,1,0.0,0.0
4313,Unproductive Engagement,Stage 2,1,1,0.0,0.0
4314,Unproductive Engagement,Stage 2,2,6,0.0,0.0
4315,Unproductive Engagement,Stage 2,2,6,0.0,0.0
4316,Unproductive Engagement,Stage 2,3,4,0.0,0.0
4317,Unproductive Engagement,Stage 2,3,4,0.0,0.0
4318,Unproductive Engagement,Stage 3,4,8,0.5,0.0
4319,Unproductive Engagement,Stage 3,4,8,0.5,0.0
4320,Unproductive Engagement,Stage 3,5,16,0.5375,0.0
4321,Unproductive Engagement,Stage 3,5,16,0.5375,0.0
4322,Unproductive Engagement,Stage 3,5,1,0.0,0.0
4323,Unproductive Engagement,Stage 3,5,1,0.0,0.0
4324,Unproductive Engagement,Stage 3,6,25,0.7000000000000001,0.0
4325,Unproductive Engagement,Stage 3,6,25,0.7000000000000001,0.0
4326,Unproductive Engagement,Stage 3,6,1,0.0,1.0
4327,Unproductive Engagement,Stage 3,6,1,0.0,1.0
4328,Unproductive Engagement,Stage 3,7,39,0.34,0.0
4329,Unproductive Engagement,Stage 3,7,39,0.34,0.0
4330,Unproductive Engagement,Stage 3,8,181,0.2794047619047619,0.0
4331,Unproductive Engagement,Stage 3,8,181,0.2794047619047619,0.0
4332,Unproductive Engagement,Stage 3,9,37,0.3204761904761904,0.0
4333,Unproductive Engagement,Stage 3,9,37,0.3204761904761904,0.0
4334,Unproductive Engagement,Stage 3,9,1,0.2857142857142857,0.0
4335,Unproductive Engagement,Stage 3,9,1,0.2857142857142857,0.0
4336,Unproductive Engagement,Stage 3,10,79,-0.03125,0.0
4337,Unproductive Engagement,Stage 3,10,79,-0.03125,0.0
4338,Unproductive Engagement,Stage 3,11,42,-0.0013333333333333,0.0
4339,Unproductive Engagement,Stage 3,11,42,-0.0013333333333333,0.0
4340,Unproductive Engagement,Stage 3,11,1,0.5,0.0
4341,Unproductive Engagement,Stage 3,11,1,0.5,0.0
4342,Unproductive Engagement,Stage 3,12,3,0.5,0.0
4343,Unproductive Engagement,Stage 3,12,3,0.5,0.0
4344,Unproductive Engagement,Stage 3,13,17,0.0,0.0
4345,Unproductive Engagement,Stage 3,13,17,0.0,0.0
4346,Unproductive Engagement,Stage 3,14,10,0.5,0.1
4347,Unproductive Engagement,Stage 3,14,10,0.5,0.1
4348,Unproductive Engagement,Stage 3,14,1,0.0,0.0
4349,Unproductive Engagement,Stage 3,14,1,0.0,0.0
4350,Unproductive Engagement,Stage 3,14,1,0.0,1.0
4351,Unproductive Engagement,Stage 3,14,1,0.0,1.0
4352,Unproductive Engagement,Stage 3,14,1,0.0,1.0
4353,Unproductive Engagement,Stage 3,14,1,0.0,1.0
4354,Unproductive Engagement,Stage 3,15,1,0.0,0.0
4355,Unproductive Engagement,Stage 3,15,1,0.0,0.0
4356,Unproductive Engagement,Stage 3,16,129,0.0739145658263305,0.0
4357,Unproductive Engagement,Stage 3,16,129,0.0739145658263305,0.0
4358,Unproductive Engagement,Stage 3,16,1,0.0,0.0
4359,Unproductive Engagement,Stage 3,16,1,0.0,0.0
4360,Unproductive Engagement,Stage 3,17,69,0.156547619047619,0.0144927536231884
4361,Unproductive Engagement,Stage 3,17,69,0.156547619047619,0.0144927536231884
4362,Unproductive Engagement,Stage 3,17,1,0.2857142857142857,0.0
4363,Unproductive Engagement,Stage 3,17,1,0.2857142857142857,0.0
4364,Unproductive Engagement,Stage 3,18,202,0.0328431372549019,0.0
4365,Unproductive Engagement,Stage 3,18,202,0.0328431372549019,0.0
4366,Unproductive Engagement,Stage 3,19,58,0.1,0.0172413793103448
4367,Unproductive Engagement,Stage 3,19,58,0.1,0.0172413793103448
4368,Unproductive Engagement,Stage 3,19,1,0.2857142857142857,0.0
4369,Unproductive Engagement,Stage 3,19,1,0.2857142857142857,0.0
4370,Unproductive Engagement,Stage 3,20,101,0.0416666666666666,0.0099009900990099
4371,Unproductive Engagement,Stage 3,20,101,0.0416666666666666,0.0099009900990099
4372,Unproductive Engagement,Stage 3,20,1,0.0,0.0
4373,Unproductive Engagement,Stage 3,20,1,0.0,0.0
4374,Unproductive Engagement,Stage 3,20,2,0.0,1.0
4375,Unproductive Engagement,Stage 3,20,2,0.0,1.0
4376,Unproductive Engagement,Stage 3,20,1,0.0,1.0
4377,Unproductive Engagement,Stage 3,20,1,0.0,1.0
4378,Unproductive Engagement,Stage 3,21,3,0.35,0.0
4379,Unproductive Engagement,Stage 3,21,3,0.35,0.0
4380,Unproductive Engagement,Stage 3,22,37,0.0833333333333333,0.027027027027027
4381,Unproductive Engagement,Stage 3,22,37,0.0833333333333333,0.027027027027027
4382,Unproductive Engagement,Stage 3,22,1,0.0,0.0
4383,Unproductive Engagement,Stage 3,22,1,0.0,0.0
4384,Unproductive Engagement,Stage 3,22,3,0.0,1.0
4385,Unproductive Engagement,Stage 3,22,3,0.0,1.0
4386,Unproductive Engagement,Stage 3,22,1,0.0,1.0
4387,Unproductive Engagement,Stage 3,22,1,0.0,1.0
4388,Unproductive Engagement,Stage 3,23,127,0.1196428571428571,0.0
4389,Unproductive Engagement,Stage 3,23,127,0.1196428571428571,0.0
4390,Unproductive Engagement,Stage 3,24,45,0.0339285714285714,0.0
4391,Unproductive Engagement,Stage 3,24,45,0.0339285714285714,0.0
4392,Unproductive Engagement,Stage 3,25,21,0.5,0.0
4393,Unproductive Engagement,Stage 3,25,21,0.5,0.0
4394,Unproductive Engagement,Stage 3,26,93,0.1678571428571428,0.010752688172043
4395,Unproductive Engagement,Stage 3,26,93,0.1678571428571428,0.010752688172043
4396,Unproductive Engagement,Stage 3,26,1,0.0,0.0
4397,Unproductive Engagement,Stage 3,26,1,0.0,0.0
4398,Unproductive Engagement,Stage 3,26,6,0.0,1.0
4399,Unproductive Engagement,Stage 3,26,6,0.0,1.0
4400,Unproductive Engagement,Stage 3,26,7,0.0,1.0
4401,Unproductive Engagement,Stage 3,26,7,0.0,1.0
4402,Unproductive Engagement,Stage 3,27,63,0.2375,0.0
4403,Unproductive Engagement,Stage 3,27,63,0.2375,0.0
4404,Unproductive Engagement,Stage 4,27,1,0.5,1.0
4405,Unproductive Engagement,Stage 4,27,1,0.5,1.0
4406,Unproductive Engagement,Stage 4,27,1,0.0,1.0
4407,Unproductive Engagement,Stage 4,27,1,0.0,1.0
4408,Unproductive Engagement,Stage 4,27,1,0.5,0.0
4409,Unproductive Engagement,Stage 4,27,1,0.5,0.0
4410,Unproductive Engagement,Stage 4,28,53,-0.0833333333333333,0.0
4411,Unproductive Engagement,Stage 4,28,53,-0.0833333333333333,0.0
4412,Unproductive Engagement,Stage 4,29,30,0.0,0.0
4413,Unproductive Engagement,Stage 4,29,30,0.0,0.0
4414,Unproductive Engagement,Stage 4,30,3,0.0,0.0
4415,Unproductive Engagement,Stage 4,30,3,0.0,0.0
4416,Unproductive Engagement,Stage 4,31,23,0.0928571428571428,0.0
4417,Unproductive Engagement,Stage 4,31,23,0.0928571428571428,0.0
4418,Unproductive Engagement,Stage 4,32,40,0.08,0.0
4419,Unproductive Engagement,Stage 4,32,40,0.08,0.0
4420,Unproductive Engagement,Stage 4,33,2,0.0,0.0
4421,Unproductive Engagement,Stage 4,33,2,0.0,0.0
4422,Unproductive Engagement,Stage 4,34,1,0.0,0.0
4423,Unproductive Engagement,Stage 4,34,1,0.0,0.0
4424,Unproductive Engagement,Stage 4,34,3,0.0,1.0
4425,Unproductive Engagement,Stage 4,34,3,0.0,1.0
4426,Unproductive Engagement,Stage 4,34,1,0.0,1.0
4427,Unproductive Engagement,Stage 4,34,1,0.0,1.0
4428,Unproductive Engagement,Stage 4,35,18,-0.20625,0.0555555555555555
4429,Unproductive Engagement,Stage 4,35,18,-0.20625,0.0555555555555555
4430,Unproductive Engagement,Stage 4,35,1,0.0,0.0
4431,Unproductive Engagement,Stage 4,35,1,0.0,0.0
4432,Unproductive Engagement,Stage 4,35,2,0.0,1.0
4433,Unproductive Engagement,Stage 4,35,2,0.0,1.0
4434,Unproductive Engagement,Stage 4,35,1,0.5,1.0
4435,Unproductive Engagement,Stage 4,35,1,0.5,1.0
4436,Unproductive Engagement,Stage 4,36,120,0.1833333333333333,0.0
4437,Unproductive Engagement,Stage 4,36,120,0.1833333333333333,0.0
4438,Unproductive Engagement,Stage 4,37,46,0.0022222222222222,0.0
4439,Unproductive Engagement,Stage 4,37,46,0.0022222222222222,0.0
4440,Unproductive Engagement,Stage 4,38,2,0.0,0.0
4441,Unproductive Engagement,Stage 4,38,2,0.0,0.0
4442,Unproductive Engagement,Stage 4,39,5,0.2,0.0
4443,Unproductive Engagement,Stage 4,39,5,0.2,0.0
4444,Unproductive Engagement,Stage 4,40,5,0.0,0.0
4445,Unproductive Engagement,Stage 4,40,5,0.0,0.0
4446,Unproductive Engagement,Stage 4,41,8,0.2857142857142857,0.0
4447,Unproductive Engagement,Stage 4,41,8,0.2857142857142857,0.0
4448,Unproductive Engagement,Stage 4,41,1,0.5,1.0
4449,Unproductive Engagement,Stage 4,41,1,0.5,1.0
4450,Unproductive Engagement,Stage 4,42,125,0.0298611111111111,0.0
4451,Unproductive Engagement,Stage 4,42,125,0.0298611111111111,0.0
4452,Unproductive Engagement,Stage 4,43,44,0.190625,0.0
4453,Unproductive Engagement,Stage 4,43,44,0.190625,0.0
4454,Unproductive Engagement,Stage 4,44,21,0.1875,0.0
4455,Unproductive Engagement,Stage 4,44,21,0.1875,0.0
4456,Unproductive Engagement,Stage 4,44,1,-0.125,1.0
4457,Unproductive Engagement,Stage 4,44,1,-0.125,1.0
4458,Unproductive Engagement,Stage 4,45,69,0.465625,0.0
4459,Unproductive Engagement,Stage 4,45,69,0.465625,0.0
4460,Unproductive Engagement,Stage 4,45,1,0.5,0.0
4461,Unproductive Engagement,Stage 4,45,1,0.5,0.0
4462,Unproductive Engagement,Stage 4,46,41,0.375,0.0
4463,Unproductive Engagement,Stage 4,46,41,0.375,0.0
4464,Unproductive Engagement,Stage 4,47,7,0.0,0.0
4465,Unproductive Engagement,Stage 4,47,7,0.0,0.0
4466,Unproductive Engagement,Stage 4,47,3,0.0,1.0
4467,Unproductive Engagement,Stage 4,47,3,0.0,1.0
4468,Unproductive Engagement,Stage 4,47,4,0.0,1.0
4469,Unproductive Engagement,Stage 4,47,4,0.0,1.0
4470,Unproductive Engagement,Stage 4,48,11,0.0,0.0
4471,Unproductive Engagement,Stage 4,48,11,0.0,0.0
4472,Unproductive Engagement,Stage 4,49,4,0.0,0.0
4473,Unproductive Engagement,Stage 4,49,4,0.0,0.0
4474,Unproductive Engagement,Stage 4,50,1,0.0,0.0
4475,Unproductive Engagement,Stage 4,50,1,0.0,0.0
4476,Unproductive Engagement,Stage 4,50,1,0.0,1.0
4477,Unproductive Engagement,Stage 4,50,1,0.0,1.0
4478,Unproductive Engagement,Stage 4,51,5,0.0,0.0
4479,Unproductive Engagement,Stage 4,51,5,0.0,0.0
4480,Unproductive Engagement,Stage 4,52,54,0.1149999999999999,0.0
4481,Unproductive Engagement,Stage 4,52,54,0.1149999999999999,0.0
4482,Unproductive Engagement,Stage 4,53,30,-0.1666666666666666,0.0666666666666666
4483,Unproductive Engagement,Stage 4,53,30,-0.1666666666666666,0.0666666666666666
4484,Unproductive Engagement,Stage 4,53,2,0.0,0.0
4485,Unproductive Engagement,Stage 4,53,2,0.0,0.0
4486,Unproductive Engagement,Stage 4,53,4,0.2,1.0
4487,Unproductive Engagement,Stage 4,53,4,0.2,1.0
4488,Unproductive Engagement,Stage 4,53,1,0.0,1.0
4489,Unproductive Engagement,Stage 4,53,1,0.0,1.0
4490,Unproductive Engagement,Stage 4,54,50,-0.0666666666666666,0.0
4491,Unproductive Engagement,Stage 4,54,50,-0.0666666666666666,0.0
4492,Unproductive Engagement,Stage 4,54,1,0.0,1.0
4493,Unproductive Engagement,Stage 4,54,1,0.0,1.0
4494,Unproductive Engagement,Stage 4,55,55,0.0312499999999999,0.0
4495,Unproductive Engagement,Stage 4,55,55,0.0312499999999999,0.0
4496,Unproductive Engagement,Stage 4,55,1,0.2857142857142857,0.0
4497,Unproductive Engagement,Stage 4,55,1,0.2857142857142857,0.0
4498,Unproductive Engagement,Stage 4,56,1,0.0,0.0
4499,Unproductive Engagement,Stage 4,56,1,0.0,0.0
4500,Unproductive Engagement,Stage 4,56,1,0.0,1.0
4501,Unproductive Engagement,Stage 4,56,1,0.0,1.0
4502,Unproductive Engagement,Stage 4,57,28,0.0,0.0
4503,Unproductive Engagement,Stage 4,57,28,0.0,0.0
4504,Unproductive Engagement,Stage 4,58,4,0.5,0.0
4505,Unproductive Engagement,Stage 4,58,4,0.5,0.0
4506,Unproductive Engagement,Stage 4,59,26,0.2785714285714286,0.0384615384615384
4507,Unproductive Engagement,Stage 4,59,26,0.2785714285714286,0.0384615384615384
4508,Unproductive Engagement,Stage 4,59,1,0.0,0.0
4509,Unproductive Engagement,Stage 4,59,1,0.0,0.0
4510,Unproductive Engagement,Stage 4,60,27,0.0265306122448979,0.0
4511,Unproductive Engagement,Stage 4,60,27,0.0265306122448979,0.0
4512,Unproductive Engagement,Stage 4,61,3,0.0,0.0
4513,Unproductive Engagement,Stage 4,61,3,0.0,0.0
4514,Unproductive Engagement,Stage 4,62,40,0.0555555555555555,0.0
4515,Unproductive Engagement,Stage 4,62,40,0.0555555555555555,0.0
4516,Unproductive Engagement,Stage 4,63,18,0.0,0.0
4517,Unproductive Engagement,Stage 4,63,18,0.0,0.0
4518,Unproductive Engagement,Stage 4,63,4,0.5,1.0
4519,Unproductive Engagement,Stage 4,63,4,0.5,1.0
4520,Unproductive Engagement,Stage 4,63,2,0.0,1.0
4521,Unproductive Engagement,Stage 4,63,2,0.0,1.0
4522,Unproductive Engagement,Stage 4,64,6,0.2,0.0
4523,Unproductive Engagement,Stage 4,64,6,0.2,0.0
4524,Unproductive Engagement,Stage 4,65,19,0.0,0.0
4525,Unproductive Engagement,Stage 4,65,19,0.0,0.0
4526,Unproductive Engagement,Stage 4,66,43,0.5,0.0232558139534883
4527,Unproductive Engagement,Stage 4,66,43,0.5,0.0232558139534883
4528,Unproductive Engagement,Stage 4,66,1,0.0,0.0
4529,Unproductive Engagement,Stage 4,66,1,0.0,0.0
4530,Unproductive Engagement,Stage 4,66,2,-0.3125,1.0
4531,Unproductive Engagement,Stage 4,66,2,-0.3125,1.0
4532,Unproductive Engagement,Stage 4,66,1,0.0,1.0
4533,Unproductive Engagement,Stage 4,66,1,0.0,1.0
4534,Unproductive Engagement,Stage 4,67,25,0.0,0.0
4535,Unproductive Engagement,Stage 4,67,25,0.0,0.0
4536,Unproductive Engagement,Stage 4,68,26,0.7,0.0
4537,Unproductive Engagement,Stage 4,68,26,0.7,0.0
4538,Unproductive Engagement,Stage 4,68,5,0.0,1.0
4539,Unproductive Engagement,Stage 4,68,5,0.0,1.0
4540,Unproductive Engagement,Stage 4,68,7,0.0,1.0
4541,Unproductive Engagement,Stage 4,68,7,0.0,1.0
4542,Unproductive Engagement,Stage 4,69,1,0.0,0.0
4543,Unproductive Engagement,Stage 4,69,1,0.0,0.0
4544,Unproductive Engagement,Stage 4,70,1,0.0,0.0
4545,Unproductive Engagement,Stage 4,70,1,0.0,0.0
4546,Unproductive Engagement,Stage 4,70,1,0.0,1.0
4547,Unproductive Engagement,Stage 4,70,1,0.0,1.0
4548,Unproductive Engagement,Stage 4,71,3,0.0,0.0
4549,Unproductive Engagement,Stage 4,71,3,0.0,0.0
4550,Unproductive Engagement,Stage 4,72,27,0.4666666666666666,0.0
4551,Unproductive Engagement,Stage 4,72,27,0.4666666666666666,0.0
4552,Unproductive Engagement,Stage 4,73,15,0.525,0.0
4553,Unproductive Engagement,Stage 4,73,15,0.525,0.0
4554,Unproductive Engagement,Stage 4,74,14,0.7000000000000001,0.0
4555,Unproductive Engagement,Stage 4,74,14,0.7000000000000001,0.0
4556,Unproductive Engagement,Stage 4,74,1,0.0,0.0
4557,Unproductive Engagement,Stage 4,74,1,0.0,0.0
4558,Unproductive Engagement,Stage 4,74,1,0.0,1.0
4559,Unproductive Engagement,Stage 4,74,1,0.0,1.0
4560,Unproductive Engagement,Stage 4,75,45,0.0,0.0444444444444444
4561,Unproductive Engagement,Stage 4,75,45,0.0,0.0444444444444444
4562,Unproductive Engagement,Stage 4,75,2,0.0,0.0
4563,Unproductive Engagement,Stage 4,75,2,0.0,0.0
4564,Unproductive Engagement,Stage 4,75,3,0.5,1.0
4565,Unproductive Engagement,Stage 4,75,3,0.5,1.0
4566,Unproductive Engagement,Stage 4,75,6,0.8,1.0
4567,Unproductive Engagement,Stage 4,75,6,0.8,1.0
4568,Unproductive Engagement,Stage 4,76,22,0.4699999999999999,0.0
4569,Unproductive Engagement,Stage 4,76,22,0.4699999999999999,0.0
4570,Unproductive Engagement,Stage 4,77,8,0.5,0.0
4571,Unproductive Engagement,Stage 4,77,8,0.5,0.0
4572,Unproductive Engagement,Stage 4,78,23,0.3,0.0
4573,Unproductive Engagement,Stage 4,78,23,0.3,0.0
4574,Unproductive Engagement,Stage 4,79,6,0.0,0.0
4575,Unproductive Engagement,Stage 4,79,6,0.0,0.0
4576,Unproductive Engagement,Stage 4,80,9,0.0,0.1111111111111111
4577,Unproductive Engagement,Stage 4,80,9,0.0,0.1111111111111111
4578,Unproductive Engagement,Stage 4,80,1,0.0,0.0
4579,Unproductive Engagement,Stage 4,80,1,0.0,0.0
