Word,Start Time,End Time,start_time_diff,ClusterID,SegmentID
come,366.0296,366.18896,0.2390399999999886,0,5
back,366.18896,366.5077,0.1593599999999924,0,5
from,366.5077,367.0077,0.31873999999999114,0,5
completely,368.59802,368.99744,2.0903200000000197,0,5
paid,368.99744,369.2371,0.3994199999999637,0,5
or,369.2371,369.55664,0.23966000000001486,0,5
paid,369.55664,369.7963,0.3195400000000177,0,5
and,369.7963,370.2756,0.23965999999995802,0,5
unpaid,370.2756,370.4354,0.4793000000000234,0,5
depending,370.9147,371.07446,0.6390999999999849,0,5
on,371.07446,371.31412,0.15976000000000568,0,5
how,371.31412,371.394,0.23966000000001486,0,5
long,371.394,371.55377,0.07988000000000284,0,5
it,371.55377,371.71356,0.15976999999998043,0,5
was,371.71356,372.0331,0.15978999999998678,0,5
sa,372.0331,372.19287,0.3195400000000177,0,5
symmetrical,372.19287,372.5923,0.15977000000003727,0,5
and,373.07162,373.23138,0.8787499999999682,0,5
you,373.31128,373.47104,0.23966000000001486,0,5
know,373.47104,373.55093,0.15976000000000568,0,5
produce,373.7906,374.03024,0.3195599999999672,0,5
even,374.03024,374.42966,0.2396400000000085,0,5
more,374.42966,374.92966,0.39942000000002054,0,5
quality,375.22852,375.72852,0.7988599999999906,0,5
research,375.9475,376.26703,0.7189799999999877,0,5
however,377.78488,378.02454,1.837379999999996,0,5
i,378.2642,378.34406,0.4793200000000297,0,5
think,378.34406,378.50385,0.07985999999999649,0,5
it,378.50385,378.6636,0.15978999999998678,0,5
is,378.6636,378.98315,0.15974999999997408,0,5
important,378.98315,379.46246,0.3195500000000493,0,5
to,379.46246,379.8619,0.4793099999999981,0,5
keep,379.8619,380.02167,0.39943999999997004,0,5
in,380.02167,380.26132,0.15976999999998043,0,5
mind,380.26132,380.74063,0.2396500000000401,0,5
that,380.74063,381.195,0.4793099999999981,0,5
this,381.39502,381.795,0.654389999999978,0,5
lump,381.795,382.11502,0.39998000000002776,0,5
sum,382.11502,382.355,0.3200199999999995,0,5
that,382.355,382.515,0.23998000000000275,0,5
will,382.515,382.67502,0.15999999999996817,0,5
be,382.67502,382.915,0.16002000000003136,0,5
paying,382.915,383.315,0.23998000000000275,0,5
you,383.315,383.475,0.39999999999997726,0,5
you,384.915,384.995,1.6000000000000227,0,5
know,384.995,385.155,0.07999999999998408,0,5
is,385.315,385.635,0.3199999999999932,0,5
for,385.635,386.035,0.3199999999999932,0,5
the,386.035,386.275,0.4000000000000341,0,5
quality,386.275,386.755,0.23999999999995225,0,5
and,386.755,386.995,0.4800000000000182,0,5
content,386.995,387.475,0.2400000000000091,0,5
of,387.475,387.715,0.4800000000000182,0,5
the,387.715,388.11502,0.23999999999995225,0,5
research,388.11502,388.355,0.40002000000004045,0,5
not,390.355,390.855,2.2399800000000027,0,5
necessarily,390.995,391.475,0.6399999999999864,0,5
for,391.475,391.975,0.4800000000000182,0,5
what,392.035,392.275,0.5600000000000023,0,5
you,392.275,392.515,0.23999999999995225,0,5
plan,392.515,392.755,0.2400000000000091,0,5
to,392.755,392.83502,0.2400000000000091,0,5
do,392.83502,392.995,0.08001999999999043,0,5
with,392.995,393.155,0.15998000000001866,0,5
it,393.155,393.475,0.15999999999996817,0,5
afterwards,393.475,393.975,0.32000000000005,0,5
and,395.16998,395.41,1.6949799999999868,0,5
also,395.41,395.72998,0.24002000000001544,0,5
it's,395.88998,396.13,0.479979999999955,0,5
important,396.13,396.44998,0.24002000000001544,0,5
to,396.44998,396.61,0.31997999999998683,0,5
keep,396.61,396.69,0.16002000000003136,0,5
in,396.69,396.93,0.07999999999998408,0,5
mind,396.93,397.33,0.2400000000000091,0,5
that,397.33,397.49,0.39999999999997726,0,5
you,397.65,397.72998,0.3199999999999932,0,5
know,397.72998,397.81,0.07998000000003458,0,5
the,398.05,398.29,0.3200199999999995,0,5
quality,398.29,398.79,0.2400000000000091,0,5
or,398.93,399.09,0.6399999999999864,0,5
the,399.09,399.49,0.15999999999996817,0,5
the,399.49,399.65,0.4000000000000341,0,5
value,399.65,400.15,0.15999999999996817,0,5
of,400.44998,400.93,0.799980000000005,0,5
taking,400.93,401.33,0.48002000000002454,0,5
time,401.33,401.65,0.39999999999997726,0,5
off,401.65,402.05,0.3199999999999932,0,5
whether,402.05,402.29,0.4000000000000341,0,5
it,402.29,402.53,0.2400000000000091,0,5
be,402.53,402.77,0.23999999999995225,0,5
to,402.77,402.93,0.2400000000000091,0,5
go,402.93,403.00998,0.160000000000025,0,5
on,403.00998,403.16998,0.07997999999997774,0,5
your,403.16998,403.33,0.160000000000025,0,5
ceiling,403.33,403.65,0.16001999999997452,0,5
to,403.65,403.81,0.3199999999999932,0,5
and,403.81,403.97,0.160000000000025,0,5
clear,403.97,404.13,0.160000000000025,0,5
your,404.13,404.28998,0.15999999999996817,0,5
head,404.28998,404.78998,0.15998000000001866,0,5
or,405.00998,405.41,0.7199999999999704,0,5
to,405.41,405.81,0.40002000000004045,0,5
do,405.81,406.13,0.39999999999997726,0,5
more,406.13,406.63,0.3199999999999932,0,5
research,406.69,406.85,0.5600000000000023,0,5
if,407.66464,407.7446,0.9746400000000222,0,5
you'd,407.7446,407.9045,0.07995999999997139,0,5
would,407.9045,408.0644,0.15989999999999327,0,5
like,408.0644,408.30423,0.15989999999999327,0,5
or,408.30423,408.80423,0.2398300000000404,0,5
to,408.8639,409.10373,0.5596699999999828,0,5
kind,409.10373,409.1837,0.23982999999998356,0,5
of,409.1837,409.66336,0.07997000000000298,0,5
make,409.66336,409.82327,0.47966000000002396,0,5
a,409.82327,409.98315,0.15990999999996802,0,5
plan,409.98315,410.223,0.15988000000004376,0,5
for,410.223,410.30295,0.2398499999999899,0,5
your,410.30295,410.5428,0.07994999999999663,0,5
next,410.5428,410.7027,0.2398499999999899,0,5
big,410.7027,411.10245,0.15989999999999327,0,5
research,411.10245,411.42224,0.3997499999999832,0,5
project,411.42224,411.66208,0.3197900000000118,0,5
there's,412.06183,412.46155,0.6395899999999983,0,5
more,412.46155,412.96155,0.3997200000000021,0,5
value,413.0212,413.341,0.5596500000000333,0,5
to,413.341,413.5009,0.31979999999998654,0,5
that,413.5009,413.74072,0.15989999999999327,0,5
than,413.74072,414.14047,0.2398200000000088,0,5
the,414.14047,414.30038,0.3997499999999832,0,5
certain,414.30038,414.62018,0.15991000000002487,0,5
monetary,414.62018,415.09985,0.31979999999998654,0,5
tag,415.09985,415.3397,0.4796699999999987,0,5
of,415.3397,415.57956,0.2398499999999899,0,5
ten,415.57956,415.8194,0.2398600000000215,0,5
thousand,415.8194,416.1392,0.2398399999999583,0,5
dollars,416.1392,416.37903,0.3198000000000434,0,5
per,416.37903,416.53894,0.23982999999998356,0,5
month,416.53894,416.77878,0.15991000000002487,0,5
that,416.77878,416.93866,0.2398399999999583,0,5
they're,416.93866,417.01862,0.15988000000004376,0,5
that,417.25848,417.41837,0.3198199999999929,0,5
we're,417.41837,417.57825,0.15988999999996167,0,5
willing,417.57825,417.8181,0.15988000000004376,0,5
to,417.8181,417.978,0.2398499999999899,0,5
pay,417.978,418.05795,0.15989999999999327,0,5
right,418.21783,418.2978,0.23982999999998356,0,5
so,418.4577,418.61758,0.23986999999999625,0,5
there's,418.61758,419.11758,0.15987999999998692,0,5
a,419.17725,419.41708,0.5596700000000396,0,5
higher,419.41708,419.91708,0.23982999999998356,0,5
overall,420.13663,420.37646,0.7195500000000266,0,5
quantitative,420.37646,420.87646,0.23982999999998356,0,5
value,421.01605,421.49573,0.6395899999999983,0,5
you,422.86926,422.94894,1.85320999999999,0,5
know,422.94894,423.10837,0.0796799999999962,0,5
that,423.34744,423.66626,0.39850000000001273,0,5
other,423.66626,424.14444,0.31882000000001653,0,5
universities,424.14444,424.62262,0.4781799999999521,0,5
wouldn't,424.62262,425.12262,0.47818000000000893,0,5
necessarily,425.33994,425.7384,0.7173200000000293,0,5
offer,425.7384,426.1369,0.39846000000000004,0,5
you,426.1369,426.376,0.39850000000001273,0,5
that,426.9339,427.3324,0.7969999999999686,0,5
high,427.3324,427.8324,0.39850000000001273,0,5
of,427.8903,428.04968,0.5579000000000178,0,5
a,428.04968,428.2888,0.15937999999999874,0,5
s,428.2888,428.76697,0.23911999999995714,0,5
per,428.76697,429.00607,0.4781700000000342,0,5
month,429.00607,429.24518,0.23910000000000764,0,5
you,430.12186,430.20154,1.115790000000004,0,5
know,430.20154,430.36096,0.0796799999999962,0,5
without,430.60004,430.91882,0.3984999999999559,0,5
working,430.91882,431.23764,0.31878000000000384,0,5
at,431.23764,431.39703,0.31882000000001653,0,5
all,431.39703,431.63614,0.1593899999999735,0,5
so,432.19403,432.69403,0.7970000000000255,0,5
i,433.5489,433.70828,1.3548700000000053,0,5
think,433.70828,433.8677,0.15937999999999874,0,5
we,433.8677,434.0271,0.15942000000001144,0,5
definitely,434.0271,434.3459,0.1594000000000051,0,5
need,434.3459,434.50528,0.31879999999995334,0,5
to,434.50528,434.82407,0.1593800000000556,0,5
consider,434.82407,435.32407,0.3187899999999786,0,5
kind,436.11398,436.2732,1.2899100000000203,0,5
of,436.2732,436.43237,0.15921999999994796,0,5
the,436.43237,436.59158,0.15917000000001735,0,5
monetary,436.59158,436.90994,0.15921000000003005,0,5
but,437.06915,437.22833,0.4775699999999574,0,5
also,437.22833,437.6263,0.15918000000004895,0,5
implicit,437.6263,438.0243,0.3979699999999866,0,5
values,438.0243,438.5243,0.3979999999999677,0,5
behind,438.74063,439.21823,0.7163300000000277,0,5
what,439.21823,439.71823,0.47759999999999536,0,5
the,440.01416,440.41214,0.7959299999999985,0,5
universities,440.41214,440.91214,0.3979800000000182,0,5
offering,441.2877,441.76526,0.8755599999999504,0,5
you,441.76526,442.00406,0.4775600000000395,0,5
i'd,443.83475,443.99393,2.0694899999999734,0,5
like,443.99393,444.23273,0.1591799999999921,0,5
to,444.23273,444.55112,0.2388000000000261,0,5
