Word,Start Time,End Time,start_time_diff,ClusterID,SegmentID,SourceFile,Speaker,Backchannel,Overlap,Turn,Contest
okay,19.673872,19.91259,5.270520999999999,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
cool,20.310457,20.62875,0.6365850000000002,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
well,21.504055,21.742775,1.1935980000000015,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
i,23.095518,23.17509,1.5914629999999974,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
would,23.17509,23.334236,0.0795720000000024,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
like,23.334236,23.493383,0.1591459999999998,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
to,23.493383,23.811676,0.1591470000000008,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
offer,23.811676,24.311676,0.318292999999997,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
you,25.084846,25.482712,1.2731700000000004,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
a,25.482712,25.721432,0.3978660000000005,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
hundred,25.721432,26.039726,0.2387200000000007,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
thousand,26.039726,26.437592,0.3182940000000016,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
dollars,26.437592,26.91503,0.3978659999999969,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
for,26.91503,27.233322,0.4774380000000029,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
the,27.233322,27.631187,0.3182919999999996,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
portfolio,27.631187,28.108627,0.3978649999999994,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
and,29.078478,29.476303,1.447291,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
i,29.635433,30.03326,0.5569549999999985,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
understand,30.03326,30.19239,0.3978269999999995,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
that,30.19239,30.35152,0.1591300000000011,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
you're,30.35152,30.590216,0.1591300000000011,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
seeking,30.590216,30.988043,0.2386960000000009,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
sa,31.544998,32.045,0.954781999999998,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
is,32.340652,32.420216,0.795653999999999,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
that,32.420216,32.658913,0.0795640000000048,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
correct,32.658913,32.897606,0.2386969999999948,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
yes,33.674732,33.99402,15.039731999999995,0,1,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,1,0,7,uncontested
okay,34.886738,34.966305,2.227825000000003,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
so,35.204998,35.443695,0.3182600000000022,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
we're,35.443695,35.52326,0.2386969999999948,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
you're,35.52326,35.602825,0.0795650000000023,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
we,35.841522,36.000652,0.3182619999999971,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
can,36.000652,36.159782,0.1591300000000046,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
offer,36.159782,36.55761,0.1591299999999975,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
you,36.55761,37.035,0.3978279999999969,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
four,37.035,37.35326,0.4773899999999997,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
months,37.35326,37.83065,0.3182600000000022,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
of,37.83065,38.14891,0.4773899999999997,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
paid,38.14891,38.387608,0.3182600000000022,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
sa,38.387608,38.887608,0.2386979999999994,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
with,39.103695,39.50152,0.7160870000000017,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
ten,39.50152,39.740215,0.3978249999999974,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
thousand,39.740215,40.058475,0.2386949999999998,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
dollars,40.058475,40.297173,0.3182600000000022,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
a,40.297173,40.456303,0.2386979999999994,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
month,40.456303,40.695,0.1591299999999975,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
as,40.695,40.933693,0.2386970000000019,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
your,40.933693,41.17239,0.2386929999999978,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
pay,41.17239,41.33152,0.2386970000000019,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
but,42.464382,42.704205,1.2919920000000005,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
we,42.704205,42.784145,0.2398230000000012,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
want,42.784145,42.94403,0.0799400000000005,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
to,42.94403,43.343735,0.1598849999999956,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
emphasize,43.343735,43.583557,0.3997050000000044,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
that,43.583557,43.743443,0.2398219999999966,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
we,43.743443,43.903324,0.1598860000000002,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
really,43.903324,44.143147,0.1598809999999986,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
really,44.143147,44.38297,0.2398230000000012,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
value,44.38297,44.782677,0.2398230000000012,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
your,44.782677,45.282677,0.3997069999999993,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
contributions,45.422207,45.66203,0.6395300000000006,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
to,45.66203,45.74197,0.2398230000000012,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
the,45.74197,45.90185,0.0799400000000005,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
university,45.90185,46.40185,0.1598800000000011,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
and,46.621323,46.861145,0.7194729999999936,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
your,46.861145,47.180912,0.2398220000000037,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
return,47.180912,47.680912,0.3197669999999988,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
back,48.060265,48.220146,0.8793530000000018,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
to,48.220146,48.380028,0.1598809999999986,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
the,48.380028,48.45997,0.1598820000000032,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
university,48.45997,48.95997,0.0799419999999955,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
to,49.019558,49.259384,0.5595880000000051,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
continue,49.259384,49.759384,0.2398259999999936,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
you,49.97885,50.138733,0.7194660000000042,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
know,50.138733,50.218678,0.1598830000000006,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
contributing,50.53844,50.93815,0.3997069999999993,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
valuable,50.93815,51.43815,0.3997099999999989,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
research,51.577675,51.8175,0.639524999999999,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
is,51.8175,52.057323,0.2398250000000032,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
of,52.057323,52.297146,0.2398229999999941,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
up,52.297146,52.536972,0.2398230000000012,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
utmost,52.536972,52.856735,0.2398260000000007,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
importance,52.856735,53.25644,0.3197630000000018,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
to,53.25644,53.416325,0.3997049999999973,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
us,53.416325,53.496265,0.1598850000000027,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
so,53.656147,53.736088,0.2398219999999966,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
we,53.736088,53.89597,0.0799410000000051,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
wanna,53.89597,54.215736,0.159881999999996,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
make,54.215736,54.375618,0.3197660000000013,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
sure,54.375618,54.69538,0.1598820000000032,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
that,54.69538,55.19538,0.3197619999999972,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
like,55.42923,55.588615,0.7338499999999968,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
whatever,55.748,56.14646,0.3187700000000006,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
comes,56.14646,56.305847,0.39846,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
out,56.305847,56.385536,0.1593870000000024,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
of,56.385536,56.54492,0.0796890000000019,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
this,56.54492,56.784,0.1593839999999957,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
deal,56.784,57.023075,0.2390800000000013,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
we,57.341846,57.740307,0.5578459999999978,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
we,57.740307,57.979385,0.3984610000000046,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
have,57.979385,58.21846,0.2390779999999992,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
you,58.21846,58.53723,0.2390749999999997,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
coming,58.53723,58.856,0.3187700000000006,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
back,58.856,59.17477,0.3187700000000006,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
to,59.17477,59.493538,0.3187700000000006,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
continue,59.493538,59.892,0.3187679999999986,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
contributing,59.892,60.37015,0.3984620000000021,0,1,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,7,uncontested
thank,63.432487,63.672318,29.757755000000003,1,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
you,63.672318,63.832207,0.2398309999999952,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
for,63.832207,63.992096,0.1598889999999997,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
your,63.992096,64.311874,0.1598889999999997,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
offer,64.311874,64.811874,0.3197780000000065,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
although,65.59098,65.9907,1.2791059999999987,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
this,65.9907,66.23053,0.3997200000000021,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
sounds,66.23053,66.7102,0.2398299999999977,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
like,66.7102,67.005,0.4796699999999987,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
a,67.204094,67.704094,0.4938939999999974,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
great,67.761566,68.080124,0.5574720000000042,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
deal,68.080124,68.55796,0.3185579999999959,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
based,68.55796,68.796875,0.4778359999999964,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
on,68.796875,69.11543,0.2389150000000057,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
what,69.11543,69.354355,0.3185550000000035,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
you,69.354355,69.854355,0.2389249999999947,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
presented,70.70822,71.20822,1.353864999999999,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
i,71.982445,72.482445,1.2742250000000013,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
would,73.256676,73.575226,1.2742310000000003,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
like,73.575226,73.734505,0.3185500000000019,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
to,73.734505,74.21234,0.1592789999999979,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
request,74.21234,74.71234,0.4778349999999989,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
a,74.92909,75.32729,0.7167500000000047,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
greater,75.32729,75.82729,0.3982000000000028,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
amount,76.044044,76.3626,0.7167539999999946,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
a,76.60152,76.760796,0.5574759999999941,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
much,76.760796,77.07935,0.1592760000000055,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
greater,77.07935,77.55719,0.318554000000006,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
amount,77.55719,77.796104,0.4778400000000005,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
in,77.796104,78.11466,0.238913999999994,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
fact,78.11466,78.35358,0.3185560000000009,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
in,78.35358,78.83141,0.2389199999999931,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
comparison,78.83141,79.33141,0.4778300000000115,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
due,79.946365,80.18528,1.1149549999999948,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
to,80.18528,80.68528,0.2389150000000057,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
the,80.822395,81.06131,0.6371149999999943,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
fact,81.06131,81.56131,0.2389150000000057,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
that,82.908554,83.408554,1.8472439999999888,0,2,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,8,uncontested
