Pair_Speaker_turn,PairID,Speaker_turn,PersonID,Turn_Boundary,Turn Start,Turn End
20240521_1823_WBLMayQH9BHH_Both_10,20240521_1823_WBLMayQH9BHH,Both_10,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.0729229886564054,0.0794765755357926,0.0795204788189408
20240521_1823_WBLMayQH9BHH_B_11,20240521_1823_WBLMayQH9BHH,B_11,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.1451366172364715,0.0798182860259177,0.2107966589371504
20240521_1823_WBLMayQH9BHH_A_12,20240521_1823_WBLMayQH9BHH,A_12,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.1751771525825869,0.2133301985029386,0.270536019139256
20240521_1823_WBLMayQH9BHH_B_12,20240521_1823_WBLMayQH9BHH,B_12,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.2417820701325352,0.2166698490264277,0.2702339417621318
20240521_1823_WBLMayQH9BHH_Both_12,20240521_1823_WBLMayQH9BHH,Both_12,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.2436883471018214,0.2706956301192271,0.270706845177215
20240521_1823_WBLMayQH9BHH_B_13,20240521_1823_WBLMayQH9BHH,B_13,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.3167923562079381,0.2709056610481888,0.3629635823024648
20240521_1823_WBLMayQH9BHH_A_14,20240521_1823_WBLMayQH9BHH,A_14,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.3239313714800655,0.3657501626232328,0.3769570819119422
20240521_1823_WBLMayQH9BHH_B_14,20240521_1823_WBLMayQH9BHH,B_14,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.3706441603786888,0.375545222632983,0.3755381581341449
20240521_1823_WBLMayQH9BHH_Both_14,20240521_1823_WBLMayQH9BHH,Both_14,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.3771622244749108,0.3761097568385438,0.3787792263168386
20240521_1823_WBLMayQH9BHH_B_15,20240521_1823_WBLMayQH9BHH,B_15,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4109987809443144,0.3789697312615199,0.4248797644707792
20240521_1823_WBLMayQH9BHH_Both_15,20240521_1823_WBLMayQH9BHH,Both_15,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4040146442911677,0.3797546687332114,0.4290595573208156
20240521_1823_WBLMayQH9BHH_A_15,20240521_1823_WBLMayQH9BHH,A_15,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.4002275894935705,0.3971177974178495,0.4234204830415142
20240521_1823_WBLMayQH9BHH_A_16,20240521_1823_WBLMayQH9BHH,A_16,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.4044412581266826,0.4296443646966311,0.4295712880707766
20240521_1823_WBLMayQH9BHH_Both_16,20240521_1823_WBLMayQH9BHH,Both_16,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.4301195927224228,0.4297580902191259,0.4305948207482145
20240521_1823_WBLMayQH9BHH_B_17,20240521_1823_WBLMayQH9BHH,B_17,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4304987680031199,0.4307906966064726,0.43083038985456
20240521_1823_WBLMayQH9BHH_Both_17,20240521_1823_WBLMayQH9BHH,Both_17,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4310939044798566,0.4310174072787335,0.4313971123532407
20240521_1823_WBLMayQH9BHH_A_18,20240521_1823_WBLMayQH9BHH,A_18,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.4329155664609627,0.4319192310949535,0.4348137256431919
20240521_1823_WBLMayQH9BHH_Both_18,20240521_1823_WBLMayQH9BHH,Both_18,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4337721902092253,0.4326585430972447,0.4356251493234972
20240521_1823_WBLMayQH9BHH_B_19,20240521_1823_WBLMayQH9BHH,B_19,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4337914823221722,0.4355630110736225,0.4355452881507514
20240521_1823_WBLMayQH9BHH_Both_19,20240521_1823_WBLMayQH9BHH,Both_19,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4356958853994319,0.4357331117080193,0.4358287597252412
20240521_1823_WBLMayQH9BHH_A_20,20240521_1823_WBLMayQH9BHH,A_20,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.4358713098084622,0.4360265555914143,0.4360095079089051
20240521_1823_WBLMayQH9BHH_Both_20,20240521_1823_WBLMayQH9BHH,Both_20,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4390929004334223,0.4361974108364768,0.4421592452754302
20240521_1823_WBLMayQH9BHH_B_21,20240521_1823_WBLMayQH9BHH,B_21,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4393321595492894,0.4423106470996573,0.4424775867149184
20240521_1823_WBLMayQH9BHH_Both_21,20240521_1823_WBLMayQH9BHH,Both_21,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.4455303939923209,0.4426898887919478,0.4487501408849846
20240521_1823_WBLMayQH9BHH_A_22,20240521_1823_WBLMayQH9BHH,A_22,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.4523515536380065,0.4489402221513539,0.4617120647577369
20240521_1823_WBLMayQH9BHH_Both_22,20240521_1823_WBLMayQH9BHH,Both_22,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4566900715098511,0.4506977531055639,0.4526614165566041
20240521_1823_WBLMayQH9BHH_B_22,20240521_1823_WBLMayQH9BHH,B_22,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4547903547042385,0.4607187264630979,0.4606404872571231
20240521_1823_WBLMayQH9BHH_B_23,20240521_1823_WBLMayQH9BHH,B_23,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4563877602763008,0.4622563951927867,0.4621209795861013
20240521_1823_WBLMayQH9BHH_A_24,20240521_1823_WBLMayQH9BHH,A_24,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.4929424634144507,0.4623433889883976,0.5236285316361147
20240521_1823_WBLMayQH9BHH_Both_24,20240521_1823_WBLMayQH9BHH,Both_24,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4783079711451024,0.462513717429788,0.4625484361573359
20240521_1823_WBLMayQH9BHH_B_24,20240521_1823_WBLMayQH9BHH,B_24,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.4781634917648246,0.4940675061328688,0.4939835945412515
20240521_1823_WBLMayQH9BHH_B_25,20240521_1823_WBLMayQH9BHH,B_25,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.584248390396779,0.53656528517906,0.5842792487507318
20240521_1823_WBLMayQH9BHH_A_25,20240521_1823_WBLMayQH9BHH,A_25,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.5232442412288179,0.5842175320428261,0.5840612320197865
20240521_1823_WBLMayQH9BHH_Both_25,20240521_1823_WBLMayQH9BHH,Both_25,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.5614512091335357,0.5844451610620293,0.5863371330880116
20240521_1823_WBLMayQH9BHH_A_26,20240521_1823_WBLMayQH9BHH,A_26,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.5913856017802407,0.5865507383883688,0.5982221055577058
20240521_1823_WBLMayQH9BHH_Both_26,20240521_1823_WBLMayQH9BHH,Both_26,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.5949732086359688,0.5869491158681062,0.6033956788835688
20240521_1823_WBLMayQH9BHH_B_27,20240521_1823_WBLMayQH9BHH,B_27,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.5979590129905519,0.6035349955670807,0.6083668589432083
20240521_1823_WBLMayQH9BHH_Both_27,20240521_1823_WBLMayQH9BHH,Both_27,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.6062160848548148,0.6048601986805656,0.608897174142549
20240521_1823_WBLMayQH9BHH_A_28,20240521_1823_WBLMayQH9BHH,A_28,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.6280174971770109,0.6091146366619937,0.6523864868335026
20240521_1823_WBLMayQH9BHH_Both_28,20240521_1823_WBLMayQH9BHH,Both_28,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.6169547359725989,0.6092847871291704,0.6141815637427863
20240521_1823_WBLMayQH9BHH_B_28,20240521_1823_WBLMayQH9BHH,B_28,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.6245836883942903,0.6197279082024114,0.6400527401265869
20240521_1823_WBLMayQH9BHH_B_29,20240521_1823_WBLMayQH9BHH,B_29,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.7319827820463611,0.6794291445877613,0.7463624812645363
20240521_1823_WBLMayQH9BHH_A_29,20240521_1823_WBLMayQH9BHH,A_29,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.6721223597556034,0.7176030828281861,0.7349797017576837
20240521_1823_WBLMayQH9BHH_Both_29,20240521_1823_WBLMayQH9BHH,Both_29,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.7128646015854634,0.7177170219197371,0.7463000585831656
20240521_1823_WBLMayQH9BHH_A_30,20240521_1823_WBLMayQH9BHH,A_30,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.7335539342509901,0.7481316759901747,0.7493673112722358
20240521_1823_WBLMayQH9BHH_B_31,20240521_1823_WBLMayQH9BHH,B_31,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.7559509760685206,0.7506315729841816,0.755970235881963
20240521_1823_WBLMayQH9BHH_A_31,20240521_1823_WBLMayQH9BHH,A_31,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.7520527353739643,0.755931716255078,0.7559737947577538
20240521_1823_WBLMayQH9BHH_A_32,20240521_1823_WBLMayQH9BHH,A_32,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.7536728069532124,0.7562164038071635,0.756714040922243
20240521_1823_WBLMayQH9BHH_B_33,20240521_1823_WBLMayQH9BHH,B_33,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.7603807330985137,0.7579311497604223,0.7645450623898641
20240521_1823_WBLMayQH9BHH_Both_33,20240521_1823_WBLMayQH9BHH,Both_33,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.7620235143734178,0.7621963373843524,0.7661158789864133
20240521_1823_WBLMayQH9BHH_A_34,20240521_1823_WBLMayQH9BHH,A_34,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.7652288022449784,0.766587673130887,0.7681055752635411
20240521_1823_WBLMayQH9BHH_Both_34,20240521_1823_WBLMayQH9BHH,Both_34,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.7674887301075413,0.7673836450038221,0.7683897870841955
20240521_1823_WBLMayQH9BHH_B_35,20240521_1823_WBLMayQH9BHH,B_35,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.7697986546989705,0.7686621405646881,0.7725854169315008
20240521_1823_WBLMayQH9BHH_Both_35,20240521_1823_WBLMayQH9BHH,Both_35,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.771514209470956,0.7701128439746399,0.7743662783772238
20240521_1823_WBLMayQH9BHH_A_36,20240521_1823_WBLMayQH9BHH,A_36,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.7761422980160876,0.7746687702739181,0.7821428490452456
20240521_1823_WBLMayQH9BHH_B_36,20240521_1823_WBLMayQH9BHH,B_36,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.7780577160184824,0.781523269136771,0.7814466617630467
20240521_1823_WBLMayQH9BHH_Both_36,20240521_1823_WBLMayQH9BHH,Both_36,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.7820033512975986,0.7818221946259449,0.7824834334584263
20240521_1823_WBLMayQH9BHH_B_37,20240521_1823_WBLMayQH9BHH,B_37,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.7837853661445326,0.7828298846233868,0.7858771062350299
20240521_1823_WBLMayQH9BHH_Both_37,20240521_1823_WBLMayQH9BHH,Both_37,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.782912115145171,0.7828441225604753,0.7829943456669554
20240521_1823_WBLMayQH9BHH_A_38,20240521_1823_WBLMayQH9BHH,A_38,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.7879704100294975,0.7888170083588055,0.7927700792217085
20240521_1823_WBLMayQH9BHH_Both_38,20240521_1823_WBLMayQH9BHH,Both_38,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.7907892019617921,0.792953485031455,0.7927613955647788
20240521_1823_WBLMayQH9BHH_B_39,20240521_1823_WBLMayQH9BHH,B_39,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.79772801093915,0.7930102944004382,0.8025025368468451
20240521_1823_WBLMayQH9BHH_A_40,20240521_1823_WBLMayQH9BHH,A_40,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8019448209530918,0.8042541356986334,0.8108793475057454
20240521_1823_WBLMayQH9BHH_B_40,20240521_1823_WBLMayQH9BHH,B_40,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8065724272949941,0.8090284007631643,0.8088907188913549
20240521_1823_WBLMayQH9BHH_Both_40,20240521_1823_WBLMayQH9BHH,Both_40,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8098991030360343,0.8100536034232251,0.8107698053089042
20240521_1823_WBLMayQH9BHH_B_41,20240521_1823_WBLMayQH9BHH,B_41,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.817265792430518,0.8112495189489775,0.8176570129168017
20240521_1823_WBLMayQH9BHH_A_41,20240521_1823_WBLMayQH9BHH,A_41,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.81342272681764,0.8168745719442344,0.816791850212055
20240521_1823_WBLMayQH9BHH_Both_41,20240521_1823_WBLMayQH9BHH,Both_41,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8150416904561426,0.8170448576718135,0.8188338619633078
20240521_1823_WBLMayQH9BHH_A_42,20240521_1823_WBLMayQH9BHH,A_42,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.818258622962545,0.8190872185574798,0.8195145325470587
20240521_1823_WBLMayQH9BHH_B_43,20240521_1823_WBLMayQH9BHH,B_43,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.819648043885663,0.8202355793733563,0.8202088692138464
20240521_1823_WBLMayQH9BHH_A_44,20240521_1823_WBLMayQH9BHH,A_44,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8208109691156755,0.8210727700741628,0.8213863588579948
20240521_1823_WBLMayQH9BHH_B_45,20240521_1823_WBLMayQH9BHH,B_45,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8297374507171233,0.8226177998173263,0.8325472068705323
20240521_1823_WBLMayQH9BHH_A_45,20240521_1823_WBLMayQH9BHH,A_45,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8263975859457082,0.8269276945637144,0.8317224018172535
20240521_1823_WBLMayQH9BHH_Both_45,20240521_1823_WBLMayQH9BHH,Both_45,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8253056057904828,0.8273816711877827,0.8279934117636394
20240521_1823_WBLMayQH9BHH_A_46,20240521_1823_WBLMayQH9BHH,A_46,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8301928896552238,0.8328291771075456,0.8329293589529498
20240521_1823_WBLMayQH9BHH_Both_46,20240521_1823_WBLMayQH9BHH,Both_46,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8327734982417447,0.8329166692309546,0.8327178193759439
20240521_1823_WBLMayQH9BHH_B_47,20240521_1823_WBLMayQH9BHH,B_47,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8330731630615666,0.8329735497896233,0.8332296568921788
20240521_1823_WBLMayQH9BHH_A_48,20240521_1823_WBLMayQH9BHH,A_48,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8332606494999925,0.8336336917427338,0.8335477492103616
20240521_1823_WBLMayQH9BHH_Both_48,20240521_1823_WBLMayQH9BHH,Both_48,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8337728637395214,0.834054209214644,0.8339120357363091
20240521_1823_WBLMayQH9BHH_B_49,20240521_1823_WBLMayQH9BHH,B_49,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8342959120687312,0.8342817314493189,0.8345376149228184
20240521_1823_WBLMayQH9BHH_A_50,20240521_1823_WBLMayQH9BHH,A_50,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8345375080044746,0.8349361070379084,0.8347932845596303
20240521_1823_WBLMayQH9BHH_Both_50,20240521_1823_WBLMayQH9BHH,Both_50,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.834907473485775,0.8350211787120124,0.8348788399336415
20240521_1823_WBLMayQH9BHH_B_51,20240521_1823_WBLMayQH9BHH,B_51,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8351205862394806,0.83513493982935,0.8352199937669489
20240521_1823_WBLMayQH9BHH_A_52,20240521_1823_WBLMayQH9BHH,A_52,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8361246971786322,0.836521501332718,0.8371144545279144
20240521_1823_WBLMayQH9BHH_B_53,20240521_1823_WBLMayQH9BHH,B_53,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8679041323816983,0.8420731577622834,0.8724632018527138
20240521_1823_WBLMayQH9BHH_Both_53,20240521_1823_WBLMayQH9BHH,Both_53,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8434863977188167,0.8420814157657949,0.84489963767535
20240521_1823_WBLMayQH9BHH_A_53,20240521_1823_WBLMayQH9BHH,A_53,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.853872110719893,0.8633450629106828,0.8712227201070679
20240521_1823_WBLMayQH9BHH_A_54,20240521_1823_WBLMayQH9BHH,A_54,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8600807059546862,0.8733548310117282,0.8774637782263853
20240521_1823_WBLMayQH9BHH_B_54,20240521_1823_WBLMayQH9BHH,B_54,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8749572206273497,0.8767090042310476,0.8765596102429714
20240521_1823_WBLMayQH9BHH_B_55,20240521_1823_WBLMayQH9BHH,B_55,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8808887297123791,0.8781999298132745,0.8850684551937107
20240521_1823_WBLMayQH9BHH_Both_55,20240521_1823_WBLMayQH9BHH,Both_55,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8815834429347156,0.8801688229435641,0.8849669560561567
20240521_1823_WBLMayQH9BHH_A_56,20240521_1823_WBLMayQH9BHH,A_56,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8829489404117888,0.8852316198031944,0.8857047110075923
20240521_1823_WBLMayQH9BHH_B_57,20240521_1823_WBLMayQH9BHH,B_57,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8870033576552765,0.8861833547078782,0.8887750955073586
20240521_1823_WBLMayQH9BHH_Both_57,20240521_1823_WBLMayQH9BHH,Both_57,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8886679607992658,0.8890344304201739,0.8911525668906533
20240521_1823_WBLMayQH9BHH_A_58,20240521_1823_WBLMayQH9BHH,A_58,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8903731171849594,0.891418288226909,0.8913228235084858
20240521_1823_WBLMayQH9BHH_B_59,20240521_1823_WBLMayQH9BHH,B_59,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8940960497145759,0.891640328855805,0.8967738112022428
20240521_1823_WBLMayQH9BHH_Both_59,20240521_1823_WBLMayQH9BHH,Both_59,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.8928475082994174,0.8930170661825819,0.8940546877430299
20240521_1823_WBLMayQH9BHH_A_60,20240521_1823_WBLMayQH9BHH,A_60,1716394481617-302900d4-8a64-4ca5-81ab-4f4eb21c7cdf-cam-audio-1716394482603,0.9004906099527404,0.8973822753145589,0.907806112621216
20240521_1823_WBLMayQH9BHH_Both_60,20240521_1823_WBLMayQH9BHH,Both_60,1716394481617-fc7d2f6f-2385-4713-8d5e-75ccdb643462-cam-audio-1716394482605,0.8998641447599969,0.8974956804834692,0.9023460142054348
